MethMMD,Kernel,parametre,perturbation,size,mmd,time
MMDq,gaussian,1.0,same,50,0.002295230474215648,0.002608776092529297
MMDq,gaussian,1.0,mu+1,50,0.1292109871975049,0.0033915042877197266
MMDq,gaussian,1.0,std*2,50,0.1373594612568173,0.0027251243591308594
MMDq,gaussian,1.0,unif_law,50,0.040661775661482435,0.002839803695678711
MMDq,gaussian,2.0,same,50,0.00142276754326498,0.002634763717651367
MMDq,gaussian,2.0,mu+1,50,0.11696573715227454,0.0026493072509765625
MMDq,gaussian,2.0,std*2,50,0.11845797872250374,0.0026617050170898438
MMDq,gaussian,2.0,unif_law,50,0.013756639223705402,0.002603292465209961
MMDq,gaussian,5.0,same,50,0.0002897115196931477,0.00266265869140625
MMDq,gaussian,5.0,mu+1,50,0.07804823549142403,0.002702951431274414
MMDq,gaussian,5.0,std*2,50,0.06681316880521959,0.002613544464111328
MMDq,gaussian,5.0,unif_law,50,0.0005198831207049448,0.002672910690307617
MMDq,laplacian,0.25,same,50,-8.742592165988938e-06,0.0022962093353271484
MMDq,laplacian,0.25,mu+1,50,0.061208200587139716,0.00226593017578125
MMDq,laplacian,0.25,std*2,50,0.055067750614284705,0.0024213790893554688
MMDq,laplacian,0.25,unif_law,50,0.015589899122195883,0.0022678375244140625
MMDq,laplacian,0.5,same,50,-0.00011637882964476987,0.002398967742919922
MMDq,laplacian,0.5,mu+1,50,0.08547979234615632,0.0022735595703125
MMDq,laplacian,0.5,std*2,50,0.08491967761732266,0.002328634262084961
MMDq,laplacian,0.5,unif_law,50,0.030230834003913465,0.002335071563720703
MMDq,laplacian,1.0,same,50,-0.0007580992496246663,0.0023005008697509766
MMDq,laplacian,1.0,mu+1,50,0.09265027518871871,0.0022928714752197266
MMDq,laplacian,1.0,std*2,50,0.09925567607929231,0.0023529529571533203
MMDq,laplacian,1.0,unif_law,50,0.05105965613571528,0.002266407012939453
MMDq,laplacian,2.0,same,50,-0.0024032183667165308,0.002301454544067383
MMDq,laplacian,2.0,mu+1,50,0.07402029170196966,0.002333402633666992
MMDq,laplacian,2.0,std*2,50,0.08249055857370347,0.0022890567779541016
MMDq,laplacian,2.0,unif_law,50,0.06459129076727027,0.0023050308227539062
MMDq,laplacian,5.0,same,50,-0.0038670994268326375,0.0022890567779541016
MMDq,laplacian,5.0,mu+1,50,0.038717019334133046,0.0022950172424316406
MMDq,laplacian,5.0,std*2,50,0.042535529254826426,0.0023369789123535156
MMDq,laplacian,5.0,unif_law,50,0.050733629709139944,0.0022678375244140625
MMDl,gaussian,0.25,same,100,0.040978099070367015,0.0004916191101074219
MMDl,gaussian,0.25,mu+1,100,0.19491151604779589,0.0005376338958740234
MMDl,gaussian,0.25,std*2,100,-0.02344439938241827,0.0005488395690917969
MMDl,gaussian,0.25,unif_law,100,0.023278621322089778,0.0006165504455566406
MMDl,gaussian,0.5,same,100,0.09084457236012397,0.0005230903625488281
MMDl,gaussian,0.5,mu+1,100,0.21947910656591837,0.0009379386901855469
MMDl,gaussian,0.5,std*2,100,0.01791378323824848,0.0005466938018798828
MMDl,gaussian,0.5,unif_law,100,0.030219910015684165,0.0006048679351806641
MMDl,gaussian,1.0,same,100,0.11246950170326386,0.0005481243133544922
MMDl,gaussian,1.0,mu+1,100,0.2125369556552821,0.0005462169647216797
MMDl,gaussian,1.0,std*2,100,0.07414794156287442,0.0005450248718261719
MMDl,gaussian,1.0,unif_law,100,0.007552847374417553,0.0005316734313964844
MMDl,gaussian,2.0,same,100,0.09379041890321872,0.0005333423614501953
MMDl,gaussian,2.0,mu+1,100,0.18216607567052334,0.0005481243133544922
MMDl,gaussian,2.0,std*2,100,0.12207686598362329,0.0005559921264648438
MMDl,gaussian,2.0,unif_law,100,-0.013039995753298115,0.0005340576171875
MMDl,gaussian,5.0,same,100,0.04454457322359701,0.0005328655242919922
MMDl,gaussian,5.0,mu+1,100,0.11788414635432645,0.0005464553833007812
MMDl,gaussian,5.0,std*2,100,0.11355041836081056,0.000545501708984375
MMDl,gaussian,5.0,unif_law,100,-0.020257987783161013,0.0005285739898681641
MMDl,laplacian,0.25,same,100,0.032886891303922,0.0004456043243408203
MMDl,laplacian,0.25,mu+1,100,0.09521261016477738,0.00046253204345703125
MMDl,laplacian,0.25,std*2,100,0.05609609751008577,0.00046443939208984375
MMDl,laplacian,0.25,unif_law,100,-0.006734286548357318,0.0004444122314453125
MMDl,laplacian,0.5,same,100,0.048202084268712614,0.0004475116729736328
MMDl,laplacian,0.5,mu+1,100,0.1353030808552019,0.0004603862762451172
MMDl,laplacian,0.5,std*2,100,0.06156400700456871,0.00046181678771972656
MMDl,laplacian,0.5,unif_law,100,-0.0028560821640684964,0.000446319580078125
MMDl,laplacian,1.0,same,100,0.046191796068870944,0.0004582405090332031
MMDl,laplacian,1.0,mu+1,100,0.14898430305165,0.0005044937133789062
MMDl,laplacian,1.0,std*2,100,0.03369817693702409,0.0004718303680419922
MMDl,laplacian,1.0,unif_law,100,0.0069216827416290275,0.0004553794860839844
MMDl,laplacian,2.0,same,100,0.012129824891127931,0.00045228004455566406
MMDl,laplacian,2.0,mu+1,100,0.11485040678647547,0.00047206878662109375
MMDl,laplacian,2.0,std*2,100,-0.005590482302802755,0.0004703998565673828
MMDl,laplacian,2.0,unif_law,100,0.012515115828677387,0.0004942417144775391
MMDl,laplacian,5.0,same,100,-0.02499713988122364,0.0004572868347167969
MMDl,laplacian,5.0,mu+1,100,0.03711118200307548,0.000469207763671875
MMDl,laplacian,5.0,std*2,100,-0.012868466567093088,0.0004730224609375
MMDl,laplacian,5.0,unif_law,100,0.011863215490908754,0.00045371055603027344
MMDq,gaussian,0.25,same,100,-0.009535436095435057,0.017302274703979492
MMDq,gaussian,0.25,mu+1,100,0.09188071005747211,0.003899097442626953
MMDq,gaussian,0.25,std*2,100,0.05502775678274607,0.004207134246826172
MMDq,gaussian,0.25,unif_law,100,0.010608851429866561,0.003875732421875
MMDq,gaussian,0.5,same,100,-0.007985007960047641,0.004142284393310547
MMDq,gaussian,0.5,mu+1,100,0.11016966214526736,0.003910064697265625
MMDq,gaussian,0.5,std*2,100,0.0721885177788456,0.0039255619049072266
MMDq,gaussian,0.5,unif_law,100,0.00342213742792441,0.0039010047912597656
MMDq,gaussian,1.0,same,100,-0.006236556076750999,0.003908872604370117
MMDq,gaussian,1.0,mu+1,100,0.12069619672557608,0.004634380340576172
MMDq,gaussian,1.0,std*2,100,0.08365455866476779,0.003933906555175781
MMDq,gaussian,1.0,unif_law,100,-0.0024419149882670688,0.0040836334228515625
MMDq,gaussian,2.0,same,100,-0.0043095152283101346,0.0043752193450927734
MMDq,gaussian,2.0,mu+1,100,0.11582622484725924,0.00394892692565918
MMDq,gaussian,2.0,std*2,100,0.08025390226029838,0.003916025161743164
MMDq,gaussian,2.0,unif_law,100,-0.003597106515165205,0.003909587860107422
MMDq,gaussian,5.0,same,100,-0.0019757821422186073,0.003923177719116211
MMDq,gaussian,5.0,mu+1,100,0.08410218615229814,0.004111528396606445
MMDq,gaussian,5.0,std*2,100,0.050394090390462054,0.00393366813659668
MMDq,gaussian,5.0,unif_law,100,-0.0019284509812733663,0.00404047966003418
MMDq,laplacian,0.25,same,100,-0.002865046106084179,0.0033092498779296875
MMDq,laplacian,0.25,mu+1,100,0.062184779271771795,0.0031595230102539062
MMDq,laplacian,0.25,std*2,100,0.03513136524256488,0.0031714439392089844
MMDq,laplacian,0.25,unif_law,100,0.0003792593151543677,0.003232240676879883
MMDq,laplacian,0.5,same,100,-0.004833786659016015,0.0031709671020507812
MMDq,laplacian,0.5,mu+1,100,0.08364775253407775,0.0031702518463134766
MMDq,laplacian,0.5,std*2,100,0.052012414129882,0.003140687942504883
MMDq,laplacian,0.5,unif_law,100,0.001561532268532284,0.003153085708618164
MMDq,laplacian,1.0,same,100,-0.0069997952020066645,0.0031800270080566406
MMDq,laplacian,1.0,mu+1,100,0.08634965632040037,0.0031976699829101562
MMDq,laplacian,1.0,std*2,100,0.05531407641557429,0.0033779144287109375
MMDq,laplacian,1.0,unif_law,100,0.0046247180214673556,0.0031654834747314453
MMDq,laplacian,2.0,same,100,-0.008270376882681008,0.0031676292419433594
MMDq,laplacian,2.0,mu+1,100,0.0659673192096833,0.0033342838287353516
MMDq,laplacian,2.0,std*2,100,0.03965882756106626,0.0032281875610351562
MMDq,laplacian,2.0,unif_law,100,0.009148915255638657,0.003366231918334961
MMDq,laplacian,5.0,same,100,-0.007434319863696526,0.0031425952911376953
MMDq,laplacian,5.0,mu+1,100,0.03230103639347018,0.003469705581665039
MMDq,laplacian,5.0,std*2,100,0.017041468611759925,0.003174304962158203
MMDq,laplacian,5.0,unif_law,100,0.010304647952988799,0.003150463104248047
MMDl,gaussian,0.25,same,500,0.016724100360327156,0.0006220340728759766
MMDl,gaussian,0.25,mu+1,500,0.12713679361914318,0.0006809234619140625
MMDl,gaussian,0.25,std*2,500,0.1014084301895395,0.0008451938629150391
MMDl,gaussian,0.25,unif_law,500,-0.04651851506092555,0.0006959438323974609
MMDl,gaussian,0.5,same,500,-0.0057661903282971135,0.0006613731384277344
MMDl,gaussian,0.5,mu+1,500,0.1516950585126615,0.0006816387176513672
MMDl,gaussian,0.5,std*2,500,0.09327029214163064,0.0006837844848632812
MMDl,gaussian,0.5,unif_law,500,-0.05650563244208127,0.0006608963012695312
MMDl,gaussian,1.0,same,500,-0.02692540532451187,0.0006787776947021484
MMDl,gaussian,1.0,mu+1,500,0.15510013917622076,0.0006897449493408203
MMDl,gaussian,1.0,std*2,500,0.084595760880466,0.0007150173187255859
MMDl,gaussian,1.0,unif_law,500,-0.05681894886028738,0.0006742477416992188
MMDl,gaussian,2.0,same,500,-0.03176939453098703,0.0006732940673828125
MMDl,gaussian,2.0,mu+1,500,0.1349025214220661,0.0007250308990478516
MMDl,gaussian,2.0,std*2,500,0.06935242559425751,0.0007021427154541016
MMDl,gaussian,2.0,unif_law,500,-0.04291930712882788,0.0008413791656494141
MMDl,gaussian,5.0,same,500,-0.021533924119565312,0.0006718635559082031
MMDl,gaussian,5.0,mu+1,500,0.08769373986010078,0.0007376670837402344
MMDl,gaussian,5.0,std*2,500,0.0372601223515195,0.0006866455078125
MMDl,gaussian,5.0,unif_law,500,-0.02022076066453292,0.0006728172302246094
MMDl,laplacian,0.25,same,500,-0.009295095233213828,0.0005478858947753906
MMDl,laplacian,0.25,mu+1,500,0.0708487064374973,0.0005998611450195312
MMDl,laplacian,0.25,std*2,500,0.035336217465268535,0.0005671977996826172
MMDl,laplacian,0.25,unif_law,500,-0.019915660341582226,0.0005466938018798828
MMDl,laplacian,0.5,same,500,-0.009173979372717326,0.0005464553833007812
MMDl,laplacian,0.5,mu+1,500,0.09989902979339775,0.0005621910095214844
MMDl,laplacian,0.5,std*2,500,0.05745946793215773,0.0005674362182617188
MMDl,laplacian,0.5,unif_law,500,-0.03100773778222492,0.000576019287109375
MMDl,laplacian,1.0,same,500,0.0005859166299759977,0.0005576610565185547
MMDl,laplacian,1.0,mu+1,500,0.10982637779777213,0.0006170272827148438
MMDl,laplacian,1.0,std*2,500,0.07358743053423734,0.0005862712860107422
MMDl,laplacian,1.0,unif_law,500,-0.03736302735050299,0.0005707740783691406
MMDl,laplacian,2.0,same,500,0.01913804426937486,0.0005702972412109375
MMDl,laplacian,2.0,mu+1,500,0.08753755244523467,0.0006248950958251953
MMDl,laplacian,2.0,std*2,500,0.07159160990319498,0.0005896091461181641
MMDl,laplacian,2.0,unif_law,500,-0.03007547234080772,0.0005741119384765625
MMDl,laplacian,5.0,same,500,0.032998519235843814,0.0005733966827392578
MMDl,laplacian,5.0,mu+1,500,0.041617168339646016,0.0007600784301757812
MMDl,laplacian,5.0,std*2,500,0.04346824202998655,0.0005893707275390625
MMDl,laplacian,5.0,unif_law,500,-0.011303480235555113,0.0005695819854736328
MMDq,gaussian,0.25,same,500,0.0015103210563643943,0.05893230438232422
MMDq,gaussian,0.25,mu+1,500,0.1155019659506622,0.05740618705749512
MMDq,gaussian,0.25,std*2,500,0.07618068482326418,0.057272911071777344
MMDq,gaussian,0.25,unif_law,500,0.018301022202504513,0.05757474899291992
MMDq,gaussian,0.5,same,500,0.00047696024548249394,0.057631731033325195
MMDq,gaussian,0.5,mu+1,500,0.14182594245689495,0.057202816009521484
MMDq,gaussian,0.5,std*2,500,0.09122027841494151,0.05710268020629883
MMDq,gaussian,0.5,unif_law,500,0.01367612874598656,0.05737757682800293
MMDq,gaussian,1.0,same,500,-9.48690733346691e-05,0.09379458427429199
MMDq,gaussian,1.0,mu+1,500,0.15547004635769213,0.057219505310058594
MMDq,gaussian,1.0,std*2,500,0.09645603732680774,0.05810689926147461
MMDq,gaussian,1.0,unif_law,500,0.006499597915009314,0.0571136474609375
MMDq,gaussian,2.0,same,500,-6.753350626009791e-05,0.05744338035583496
MMDq,gaussian,2.0,mu+1,500,0.14542830906593784,0.057402849197387695
MMDq,gaussian,2.0,std*2,500,0.08451190687675192,0.05757546424865723
MMDq,gaussian,2.0,unif_law,500,0.0017291311711422619,0.05722332000732422
MMDq,gaussian,5.0,same,500,9.979471664967043e-05,0.06226634979248047
MMDq,gaussian,5.0,mu+1,500,0.10105687173590283,0.056845903396606445
MMDq,gaussian,5.0,std*2,500,0.048330008404376956,0.06696748733520508
MMDq,gaussian,5.0,unif_law,500,8.827842822367593e-05,0.05733156204223633
MMDq,laplacian,0.25,same,500,0.00023191989795079415,0.04098081588745117
MMDq,laplacian,0.25,mu+1,500,0.07618790074798998,0.04044818878173828
MMDq,laplacian,0.25,std*2,500,0.03858274760749647,0.041315317153930664
MMDq,laplacian,0.25,unif_law,500,0.002919024903825118,0.04055929183959961
MMDq,laplacian,0.5,same,500,0.0003939264204095849,0.040617942810058594
MMDq,laplacian,0.5,mu+1,500,0.10409507986473421,0.040511369705200195
MMDq,laplacian,0.5,std*2,500,0.059054663441762134,0.04058694839477539
MMDq,laplacian,0.5,unif_law,500,0.005605264441991276,0.04024982452392578
MMDq,laplacian,1.0,same,500,0.0006933518005918238,0.040714263916015625
MMDq,laplacian,1.0,mu+1,500,0.10912269774179328,0.040305376052856445
MMDq,laplacian,1.0,std*2,500,0.06778419326710128,0.04041767120361328
MMDq,laplacian,1.0,unif_law,500,0.009624995156986671,0.040493011474609375
MMDq,laplacian,2.0,same,500,0.001123195432101376,0.040580034255981445
MMDq,laplacian,2.0,mu+1,500,0.08342221241407738,0.040370941162109375
MMDq,laplacian,2.0,std*2,500,0.05476659558818325,0.04065275192260742
MMDq,laplacian,2.0,unif_law,500,0.012622329436376978,0.0405116081237793
MMDq,laplacian,5.0,same,500,0.0010526938389086304,0.04044032096862793
MMDq,laplacian,5.0,mu+1,500,0.040525984641127444,0.04078531265258789
MMDq,laplacian,5.0,std*2,500,0.027787634111331144,0.040303945541381836
MMDq,laplacian,5.0,unif_law,500,0.009805083943519644,0.04067254066467285
MMDl,gaussian,0.25,same,1000,-0.00581766426992283,0.0007269382476806641
MMDl,gaussian,0.25,mu+1,1000,0.1579036295668755,0.0008313655853271484
MMDl,gaussian,0.25,std*2,1000,0.027945018823952637,0.0007910728454589844
MMDl,gaussian,0.25,unif_law,1000,-0.06528917495333786,0.0007638931274414062
MMDl,gaussian,0.5,same,1000,-0.005040293428181087,0.000766754150390625
MMDl,gaussian,0.5,mu+1,1000,0.18504893525900304,0.0008161067962646484
MMDl,gaussian,0.5,std*2,1000,0.04488480027413698,0.0007872581481933594
MMDl,gaussian,0.5,unif_law,1000,-0.06328910843642598,0.0007672309875488281
MMDl,gaussian,1.0,same,1000,-0.002898262424587301,0.0008153915405273438
MMDl,gaussian,1.0,mu+1,1000,0.19637792891199915,0.0008299350738525391
MMDl,gaussian,1.0,std*2,1000,0.05936421843932129,0.0008003711700439453
MMDl,gaussian,1.0,unif_law,1000,-0.0559072986041615,0.0007712841033935547
MMDl,gaussian,2.0,same,1000,-0.0015938281724713762,0.0008134841918945312
MMDl,gaussian,2.0,mu+1,1000,0.17876853778429416,0.0007922649383544922
MMDl,gaussian,2.0,std*2,1000,0.060680365344063035,0.0007989406585693359
MMDl,gaussian,2.0,unif_law,1000,-0.04480173447637719,0.0008094310760498047
MMDl,gaussian,5.0,same,1000,-0.0018137269073300786,0.0007736682891845703
MMDl,gaussian,5.0,mu+1,1000,0.11990289219481326,0.0008003711700439453
MMDl,gaussian,5.0,std*2,1000,0.03977722360486337,0.0007960796356201172
MMDl,gaussian,5.0,unif_law,1000,-0.027096781022155028,0.0007686614990234375
MMDl,laplacian,0.25,same,1000,-0.002360045956428394,0.0006570816040039062
MMDl,laplacian,0.25,mu+1,1000,0.09372995004963457,0.0006449222564697266
MMDl,laplacian,0.25,std*2,1000,0.0257817566842823,0.0006434917449951172
MMDl,laplacian,0.25,unif_law,1000,-0.026347474491836467,0.0006237030029296875
MMDl,laplacian,0.5,same,1000,-0.003436682014494977,0.0008218288421630859
MMDl,laplacian,0.5,mu+1,1000,0.13067388355354012,0.0006437301635742188
MMDl,laplacian,0.5,std*2,1000,0.03701064866445273,0.0006494522094726562
MMDl,laplacian,0.5,unif_law,1000,-0.039858975584427525,0.0006458759307861328
MMDl,laplacian,1.0,same,1000,-0.004910900402644586,0.0006368160247802734
MMDl,laplacian,1.0,mu+1,1000,0.1413381005002945,0.0006511211395263672
MMDl,laplacian,1.0,std*2,1000,0.03693778250280013,0.0006527900695800781
MMDl,laplacian,1.0,unif_law,1000,-0.049915220605953325,0.0006334781646728516
MMDl,laplacian,2.0,same,1000,-0.006624767136367211,0.0006694793701171875
MMDl,laplacian,2.0,mu+1,1000,0.11260090445046762,0.0006508827209472656
MMDl,laplacian,2.0,std*2,1000,0.024074577883953594,0.0006594657897949219
MMDl,laplacian,2.0,unif_law,1000,-0.04986130028239609,0.0006330013275146484
MMDl,laplacian,5.0,same,1000,-0.00717091400290846,0.0006444454193115234
MMDl,laplacian,5.0,mu+1,1000,0.056613390487615815,0.0006535053253173828
MMDl,laplacian,5.0,std*2,1000,0.012479089768719405,0.0006542205810546875
MMDl,laplacian,5.0,unif_law,1000,-0.03632117642442145,0.0008525848388671875
MMDq,gaussian,0.25,same,1000,-0.0007248851052665817,0.32331347465515137
MMDq,gaussian,0.25,mu+1,1000,0.15088513477565735,0.29737401008605957
MMDq,gaussian,0.25,std*2,1000,0.059520698218054946,0.36473703384399414
MMDq,gaussian,0.25,unif_law,1000,0.024131238116936515,0.29235386848449707
MMDq,gaussian,0.5,same,1000,-0.0005675772984513605,0.28659677505493164
MMDq,gaussian,0.5,mu+1,1000,0.17998672028786644,0.2841000556945801
MMDq,gaussian,0.5,std*2,1000,0.07245059317961111,0.2841620445251465
MMDq,gaussian,0.5,unif_law,1000,0.01798104531200062,0.2944304943084717
MMDq,gaussian,1.0,same,1000,-0.00047150576812349243,0.2866640090942383
MMDq,gaussian,1.0,mu+1,1000,0.19114612788423802,0.2894606590270996
MMDq,gaussian,1.0,std*2,1000,0.07838304708567945,0.3003876209259033
MMDq,gaussian,1.0,unif_law,1000,0.00868350027744813,0.29088592529296875
MMDq,gaussian,2.0,same,1000,-0.00041113195529240976,0.28870296478271484
MMDq,gaussian,2.0,mu+1,1000,0.17410489619279734,0.28786396980285645
MMDq,gaussian,2.0,std*2,1000,0.07113189368321682,0.28919482231140137
MMDq,gaussian,2.0,unif_law,1000,0.002318861954685447,0.2890357971191406
MMDq,gaussian,5.0,same,1000,-0.00028135202921042435,0.29902052879333496
MMDq,gaussian,5.0,mu+1,1000,0.1187648217881907,0.2884042263031006
MMDq,gaussian,5.0,std*2,1000,0.04346910873024146,0.2876741886138916
MMDq,gaussian,5.0,unif_law,1000,0.00012340701709723234,0.291426420211792
MMDq,laplacian,0.25,same,1000,-0.00029241813116231974,0.2237694263458252
MMDq,laplacian,0.25,mu+1,1000,0.0922447723438038,0.21741962432861328
MMDq,laplacian,0.25,std*2,1000,0.03284839908155801,0.2165219783782959
MMDq,laplacian,0.25,unif_law,1000,0.00395484043264438,0.22160887718200684
MMDq,laplacian,0.5,same,1000,-0.0004521970393924768,0.2168285846710205
MMDq,laplacian,0.5,mu+1,1000,0.12757304850366147,0.21636104583740234
MMDq,laplacian,0.5,std*2,1000,0.049159791977014144,0.21588873863220215
MMDq,laplacian,0.5,unif_law,1000,0.0075750132125702585,0.2160797119140625
MMDq,laplacian,1.0,same,1000,-0.000611282290048254,0.21668434143066406
MMDq,laplacian,1.0,mu+1,1000,0.13689696082612168,0.21613168716430664
MMDq,laplacian,1.0,std*2,1000,0.054690677440607294,0.2170567512512207
MMDq,laplacian,1.0,unif_law,1000,0.013026083533780763,0.22362637519836426
MMDq,laplacian,2.0,same,1000,-0.0007404829610907493,0.21847915649414062
MMDq,laplacian,2.0,mu+1,1000,0.10830945094376537,0.21609902381896973
MMDq,laplacian,2.0,std*2,1000,0.04289708086008731,0.21687817573547363
MMDq,laplacian,2.0,unif_law,1000,0.017232482287111106,0.21603083610534668
MMDq,laplacian,5.0,same,1000,-0.000767488722847709,0.2161879539489746
MMDq,laplacian,5.0,mu+1,1000,0.05466341727638921,0.21616625785827637
MMDq,laplacian,5.0,std*2,1000,0.021184673207036958,0.216813325881958
MMDq,laplacian,5.0,unif_law,1000,0.013854880830252408,0.21651601791381836
MMDl,gaussian,0.25,same,10,-0.2566032437110149,0.00046563148498535156
MMDl,gaussian,0.25,mu+1,10,0.22789576454256794,0.0005104541778564453
MMDl,gaussian,0.25,std*2,10,-0.38144117820370055,0.0005135536193847656
MMDl,gaussian,0.25,unif_law,10,0.21702827087010146,0.0005297660827636719
MMDl,gaussian,0.5,same,10,-0.22089888342039482,0.0004990100860595703
MMDl,gaussian,0.5,mu+1,10,0.129871322178791,0.0005068778991699219
MMDl,gaussian,0.5,std*2,10,-0.32915521829462413,0.0005116462707519531
MMDl,gaussian,0.5,unif_law,10,0.22627297539702643,0.0005521774291992188
MMDl,gaussian,1.0,same,10,-0.14511525426131558,0.0005064010620117188
MMDl,gaussian,1.0,mu+1,10,0.09456192255814835,0.0005261898040771484
MMDl,gaussian,1.0,std*2,10,-0.26391218410567135,0.0005180835723876953
MMDl,gaussian,1.0,unif_law,10,0.1890788519934985,0.0005173683166503906
MMDl,gaussian,2.0,same,10,-0.08110370007358156,0.00054168701171875
MMDl,gaussian,2.0,mu+1,10,0.1341873006193432,0.0005257129669189453
MMDl,gaussian,2.0,std*2,10,-0.20010982120143997,0.0005235671997070312
MMDl,gaussian,2.0,unif_law,10,0.1336475927193616,0.0005059242248535156
MMDl,gaussian,5.0,same,10,-0.03550471340065773,0.0005414485931396484
MMDl,gaussian,5.0,mu+1,10,0.15152138899397266,0.0005199909210205078
MMDl,gaussian,5.0,std*2,10,-0.1179255679478918,0.0005235671997070312
MMDl,gaussian,5.0,unif_law,10,0.06927543626462836,0.0005135536193847656
MMDl,laplacian,0.25,same,10,-0.05911510551157253,0.0004298686981201172
MMDl,laplacian,0.25,mu+1,10,0.11336145237754591,0.0004520416259765625
MMDl,laplacian,0.25,std*2,10,-0.12862621111216335,0.0004868507385253906
MMDl,laplacian,0.25,unif_law,10,0.07682047895388208,0.0004360675811767578
MMDl,laplacian,0.5,same,10,-0.10007980589764251,0.000431060791015625
MMDl,laplacian,0.5,mu+1,10,0.1495418473549428,0.0004489421844482422
MMDl,laplacian,0.5,std*2,10,-0.20070691138229863,0.0004401206970214844
MMDl,laplacian,0.5,unif_law,10,0.12087210373598375,0.00043129920959472656
MMDl,laplacian,1.0,same,10,-0.145136283905188,0.00043773651123046875
MMDl,laplacian,1.0,mu+1,10,0.17219037462260758,0.0004506111145019531
MMDl,laplacian,1.0,std*2,10,-0.2658075661762616,0.0004520416259765625
MMDl,laplacian,1.0,unif_law,10,0.1567345945451283,0.0004374980926513672
MMDl,laplacian,2.0,same,10,-0.15856638624859104,0.0004363059997558594
MMDl,laplacian,2.0,mu+1,10,0.20238673923001133,0.00045108795166015625
MMDl,laplacian,2.0,std*2,10,-0.2862397199226786,0.000453948974609375
MMDl,laplacian,2.0,unif_law,10,0.15341455787317293,0.0004744529724121094
MMDl,laplacian,5.0,same,10,-0.0941998798356529,0.0004394054412841797
MMDl,laplacian,5.0,mu+1,10,0.1897592384252099,0.0004589557647705078
MMDl,laplacian,5.0,std*2,10,-0.21966250234360246,0.00045371055603027344
MMDl,laplacian,5.0,unif_law,10,0.10050622260020751,0.0004642009735107422
MMDq,gaussian,0.25,same,10,0.12313953930300325,0.0016732215881347656
MMDq,gaussian,0.25,mu+1,10,0.19423858388954318,0.0016112327575683594
MMDq,gaussian,0.25,std*2,10,0.054287640929064684,0.0044498443603515625
MMDq,gaussian,0.25,unif_law,10,0.1477021181556325,0.0015730857849121094
MMDq,gaussian,0.5,same,10,0.10036344463665625,0.0016071796417236328
MMDq,gaussian,0.5,mu+1,10,0.2531706741540656,0.0015864372253417969
MMDq,gaussian,0.5,std*2,10,0.04876316624129984,0.0015854835510253906
MMDq,gaussian,0.5,unif_law,10,0.17430295464058432,0.0016031265258789062
MMDq,gaussian,1.0,same,10,0.06806363104200708,0.004729032516479492
MMDq,gaussian,1.0,mu+1,10,0.30477452803428284,0.0015892982482910156
MMDq,gaussian,1.0,std*2,10,0.04832243227784838,0.0015947818756103516
MMDq,gaussian,1.0,unif_law,10,0.17651460118939333,0.0016067028045654297
MMDq,gaussian,2.0,same,10,0.04127260308906733,0.001575469970703125
MMDq,gaussian,2.0,mu+1,10,0.3099084233182232,0.0016489028930664062
MMDq,gaussian,2.0,std*2,10,0.04824579243183913,0.0015873908996582031
MMDq,gaussian,2.0,unif_law,10,0.13815673537241335,0.0016088485717773438
MMDq,gaussian,5.0,same,10,0.018299427034426552,0.0015766620635986328
MMDq,gaussian,5.0,mu+1,10,0.22913748453407967,0.0015854835510253906
MMDq,gaussian,5.0,std*2,10,0.045236840273622736,0.0016520023345947266
MMDq,gaussian,5.0,unif_law,10,0.07131818709819249,0.0015707015991210938
MMDq,laplacian,0.25,same,10,0.02954621626391618,0.0015320777893066406
MMDq,laplacian,0.25,mu+1,10,0.15897443541279843,0.0015153884887695312
MMDq,laplacian,0.25,std*2,10,0.03296531428323779,0.0015599727630615234
MMDq,laplacian,0.25,unif_law,10,0.07051887653705613,0.001501321792602539
MMDq,laplacian,0.5,same,10,0.05014253712697436,0.0015223026275634766
MMDq,laplacian,0.5,mu+1,10,0.2085107333898777,0.0015556812286376953
MMDq,laplacian,0.5,std*2,10,0.04322925405474953,0.0015206336975097656
MMDq,laplacian,0.5,unif_law,10,0.10878276475892701,0.0017669200897216797
MMDq,laplacian,1.0,same,10,0.07311223125440891,0.0015082359313964844
MMDq,laplacian,1.0,mu+1,10,0.20207408184221642,0.0015194416046142578
MMDq,laplacian,1.0,std*2,10,0.04595459284051773,0.0015749931335449219
MMDq,laplacian,1.0,unif_law,10,0.13468017867508153,0.0015163421630859375
MMDq,laplacian,2.0,same,10,0.08271805872041171,0.0015256404876708984
MMDq,laplacian,2.0,mu+1,10,0.1355867804634352,0.0015397071838378906
MMDq,laplacian,2.0,std*2,10,0.043116930913039864,0.0015316009521484375
MMDq,laplacian,2.0,unif_law,10,0.12596439644096447,0.0015215873718261719
MMDq,laplacian,5.0,same,10,0.05591951147180521,0.0015079975128173828
MMDq,laplacian,5.0,mu+1,10,0.04726438150896142,0.0015654563903808594
MMDq,laplacian,5.0,std*2,10,0.029082164151982684,0.0015399456024169922
MMDq,laplacian,5.0,unif_law,10,0.09305798984013536,0.0015485286712646484
MMDl,gaussian,0.25,same,50,-0.3548331448958207,0.00047397613525390625
MMDl,gaussian,0.25,mu+1,50,-0.05438962065196613,0.0005233287811279297
MMDl,gaussian,0.25,std*2,50,-0.23137032238052824,0.00052642822265625
MMDl,gaussian,0.25,unif_law,50,-0.03304892384938203,0.00051116943359375
