Kernel,Kernel_parameter,lambda,law_p,law_q,moyenne
gaussian,0.25,1,normal_0_1,normal_1_1,0.14030180437620424
gaussian,0.25,1,normal_0_1,normal_1_1,0.14368049469012162
gaussian,0.25,1,normal_0_1,normal_1_1,0.11776422194852092
gaussian,0.25,1,normal_0_1,normal_1_1,0.13788479275274546
gaussian,0.25,1,normal_0_1,normal_1_1,0.13627603579453404
gaussian,0.25,1,normal_0_1,normal_1_1,0.13896527300907063
gaussian,0.25,1,normal_0_1,normal_1_1,0.14491131379627945
gaussian,0.25,1,normal_0_1,normal_1_1,0.13266830601974017
gaussian,0.25,1,normal_0_1,normal_1_1,0.12922110865112546
gaussian,0.25,1,normal_0_1,normal_1_1,0.15941741434498352
gaussian,0.25,1,normal_0_1,normal_0_2,0.07983149203477706
gaussian,0.25,1,normal_0_1,normal_0_2,0.05267334515399255
gaussian,0.25,1,normal_0_1,normal_0_2,0.06947364011397646
gaussian,0.25,1,normal_0_1,normal_0_2,0.0775690266757273
gaussian,0.25,1,normal_0_1,normal_0_2,0.05868126879211955
gaussian,0.25,1,normal_0_1,normal_0_2,0.06592843203914021
gaussian,0.25,1,normal_0_1,normal_0_2,0.0729578638766976
gaussian,0.25,1,normal_0_1,normal_0_2,0.06928970856828566
gaussian,0.25,1,normal_0_1,normal_0_2,0.06512446375315079
gaussian,0.25,1,normal_0_1,normal_0_2,0.08916515832140215
gaussian,0.25,1,normal_0_1,unif_0_1,0.2939651077395065
gaussian,0.25,1,normal_0_1,unif_0_1,0.32584655015789105
gaussian,0.25,1,normal_0_1,unif_0_1,0.28133026085689666
gaussian,0.25,1,normal_0_1,unif_0_1,0.3454294853498706
gaussian,0.25,1,normal_0_1,unif_0_1,0.32217071782686235
gaussian,0.25,1,normal_0_1,unif_0_1,0.32264365861104344
gaussian,0.25,1,normal_0_1,unif_0_1,0.3090662349706684
gaussian,0.25,1,normal_0_1,unif_0_1,0.32263611317372126
gaussian,0.25,1,normal_0_1,unif_0_1,0.30242262326469993
gaussian,0.25,1,normal_0_1,unif_0_1,0.29103226709572666
gaussian,0.25,1,unif_-1_1,normal_1_1,0.23417937467017363
gaussian,0.25,1,unif_-1_1,normal_1_1,0.23636785579034744
gaussian,0.25,1,unif_-1_1,normal_1_1,0.21411073646257628
gaussian,0.25,1,unif_-1_1,normal_1_1,0.22371189154722895
gaussian,0.25,1,unif_-1_1,normal_1_1,0.2912970673849893
gaussian,0.25,1,unif_-1_1,normal_1_1,0.27580890707377104
gaussian,0.25,1,unif_-1_1,normal_1_1,0.2683429642257128
gaussian,0.25,1,unif_-1_1,normal_1_1,0.27939841247948416
gaussian,0.25,1,unif_-1_1,normal_1_1,0.2547008195243656
gaussian,0.25,1,unif_-1_1,normal_1_1,0.24531213812561198
gaussian,0.25,1,unif_-1_1,normal_0_2,0.22576858174621264
gaussian,0.25,1,unif_-1_1,normal_0_2,0.2261450157445658
gaussian,0.25,1,unif_-1_1,normal_0_2,0.22731501639676777
gaussian,0.25,1,unif_-1_1,normal_0_2,0.22705591665175437
gaussian,0.25,1,unif_-1_1,normal_0_2,0.21005483683499815
gaussian,0.25,1,unif_-1_1,normal_0_2,0.22184775654259187
gaussian,0.25,1,unif_-1_1,normal_0_2,0.19253947750971537
gaussian,0.25,1,unif_-1_1,normal_0_2,0.20381413605923604
gaussian,0.25,1,unif_-1_1,normal_0_2,0.20347178539518523
gaussian,0.25,1,unif_-1_1,normal_0_2,0.21924292277075236
gaussian,0.25,1,unif_-1_1,unif_0_1,0.2895007890243647
gaussian,0.25,1,unif_-1_1,unif_0_1,0.25438607625357307
gaussian,0.25,1,unif_-1_1,unif_0_1,0.22834890232510793
gaussian,0.25,1,unif_-1_1,unif_0_1,0.2622182210538182
gaussian,0.25,1,unif_-1_1,unif_0_1,0.2724896574343388
gaussian,0.25,1,unif_-1_1,unif_0_1,0.22863448547707357
gaussian,0.25,1,unif_-1_1,unif_0_1,0.23608296461773207
gaussian,0.25,1,unif_-1_1,unif_0_1,0.2903779233249322
gaussian,0.25,1,unif_-1_1,unif_0_1,0.26374095498541483
gaussian,0.25,1,unif_-1_1,unif_0_1,0.29372571618663945
gaussian,0.25,0.8,normal_0_1,normal_1_1,0.13170533826975953
gaussian,0.25,0.8,normal_0_1,normal_1_1,0.13065426864323101
gaussian,0.25,0.8,normal_0_1,normal_1_1,0.11149570344767368
gaussian,0.25,0.8,normal_0_1,normal_1_1,0.12354518000458739
gaussian,0.25,0.8,normal_0_1,normal_1_1,0.13772172035999272
gaussian,0.25,0.8,normal_0_1,normal_1_1,0.1413940429583169
gaussian,0.25,0.8,normal_0_1,normal_1_1,0.13391505861405892
gaussian,0.25,0.8,normal_0_1,normal_1_1,0.12583293225560832
gaussian,0.25,0.8,normal_0_1,normal_1_1,0.1532097831102427
gaussian,0.25,0.8,normal_0_1,normal_1_1,0.1263348126546937
gaussian,0.25,0.8,normal_0_1,normal_0_2,0.10023479704266382
gaussian,0.25,0.8,normal_0_1,normal_0_2,0.07371346448976338
gaussian,0.25,0.8,normal_0_1,normal_0_2,0.06287157752766903
gaussian,0.25,0.8,normal_0_1,normal_0_2,0.07742838014527495
gaussian,0.25,0.8,normal_0_1,normal_0_2,0.09266004827039336
gaussian,0.25,0.8,normal_0_1,normal_0_2,0.06933740079844934
gaussian,0.25,0.8,normal_0_1,normal_0_2,0.07024700852601798
gaussian,0.25,0.8,normal_0_1,normal_0_2,0.08903798063413398
gaussian,0.25,0.8,normal_0_1,normal_0_2,0.0625543752911381
gaussian,0.25,0.8,normal_0_1,normal_0_2,0.0687937712753774
gaussian,0.25,0.8,normal_0_1,unif_0_1,0.30145559044092074
gaussian,0.25,0.8,normal_0_1,unif_0_1,0.2956757807905824
gaussian,0.25,0.8,normal_0_1,unif_0_1,0.31922276059436516
gaussian,0.25,0.8,normal_0_1,unif_0_1,0.34314702521142415
gaussian,0.25,0.8,normal_0_1,unif_0_1,0.32527434402265876
gaussian,0.25,0.8,normal_0_1,unif_0_1,0.3284472614442089
gaussian,0.25,0.8,normal_0_1,unif_0_1,0.3081660426653396
gaussian,0.25,0.8,normal_0_1,unif_0_1,0.31594169650453025
gaussian,0.25,0.8,normal_0_1,unif_0_1,0.29928245168271667
gaussian,0.25,0.8,normal_0_1,unif_0_1,0.29876905632326367
gaussian,0.25,0.8,unif_-1_1,normal_1_1,0.25637675273810795
gaussian,0.25,0.8,unif_-1_1,normal_1_1,0.25140709072164175
gaussian,0.25,0.8,unif_-1_1,normal_1_1,0.24998095530304196
gaussian,0.25,0.8,unif_-1_1,normal_1_1,0.2466461681941776
gaussian,0.25,0.8,unif_-1_1,normal_1_1,0.23218766736959895
gaussian,0.25,0.8,unif_-1_1,normal_1_1,0.2638065385073101
gaussian,0.25,0.8,unif_-1_1,normal_1_1,0.19531438627036268
gaussian,0.25,0.8,unif_-1_1,normal_1_1,0.29720341901945635
gaussian,0.25,0.8,unif_-1_1,normal_1_1,0.27464102683055946
gaussian,0.25,0.8,unif_-1_1,normal_1_1,0.22849326102411768
gaussian,0.25,0.8,unif_-1_1,normal_0_2,0.19500347337266824
gaussian,0.25,0.8,unif_-1_1,normal_0_2,0.2263595648465633
gaussian,0.25,0.8,unif_-1_1,normal_0_2,0.20360851557464824
gaussian,0.25,0.8,unif_-1_1,normal_0_2,0.24143705956259073
gaussian,0.25,0.8,unif_-1_1,normal_0_2,0.2161192389611747
gaussian,0.25,0.8,unif_-1_1,normal_0_2,0.21873342601076257
gaussian,0.25,0.8,unif_-1_1,normal_0_2,0.21592146621616723
gaussian,0.25,0.8,unif_-1_1,normal_0_2,0.2184806977542742
gaussian,0.25,0.8,unif_-1_1,normal_0_2,0.22696845512464667
gaussian,0.25,0.8,unif_-1_1,normal_0_2,0.21493927728534934
gaussian,0.25,0.8,unif_-1_1,unif_0_1,0.2639109155666647
gaussian,0.25,0.8,unif_-1_1,unif_0_1,0.2537409389620426
gaussian,0.25,0.8,unif_-1_1,unif_0_1,0.25942531437491834
gaussian,0.25,0.8,unif_-1_1,unif_0_1,0.27495108398308554
gaussian,0.25,0.8,unif_-1_1,unif_0_1,0.25137242191725284
gaussian,0.25,0.8,unif_-1_1,unif_0_1,0.2882432066302669
gaussian,0.25,0.8,unif_-1_1,unif_0_1,0.2406597796489215
gaussian,0.25,0.8,unif_-1_1,unif_0_1,0.2458452031362847
gaussian,0.25,0.8,unif_-1_1,unif_0_1,0.25240031394871415
gaussian,0.25,0.8,unif_-1_1,unif_0_1,0.2838502161673356
gaussian,0.25,0.5,normal_0_1,normal_1_1,0.11827568042273034
gaussian,0.25,0.5,normal_0_1,normal_1_1,0.1480121327850303
gaussian,0.25,0.5,normal_0_1,normal_1_1,0.11955343800495578
gaussian,0.25,0.5,normal_0_1,normal_1_1,0.1300634836562148
gaussian,0.25,0.5,normal_0_1,normal_1_1,0.13240450596964803
gaussian,0.25,0.5,normal_0_1,normal_1_1,0.13742395605626428
gaussian,0.25,0.5,normal_0_1,normal_1_1,0.13763491877609152
gaussian,0.25,0.5,normal_0_1,normal_1_1,0.0953675872190888
gaussian,0.25,0.5,normal_0_1,normal_1_1,0.13767915277021087
gaussian,0.25,0.5,normal_0_1,normal_1_1,0.11935784482381928
gaussian,0.25,0.5,normal_0_1,normal_0_2,0.07062661383146526
gaussian,0.25,0.5,normal_0_1,normal_0_2,0.07923588719743782
gaussian,0.25,0.5,normal_0_1,normal_0_2,0.0681552505960833
gaussian,0.25,0.5,normal_0_1,normal_0_2,0.07147374718341468
gaussian,0.25,0.5,normal_0_1,normal_0_2,0.06448206607680323
gaussian,0.25,0.5,normal_0_1,normal_0_2,0.06819102380607735
gaussian,0.25,0.5,normal_0_1,normal_0_2,0.07576714039086044
gaussian,0.25,0.5,normal_0_1,normal_0_2,0.06197492186342785
gaussian,0.25,0.5,normal_0_1,normal_0_2,0.05214030755913143
gaussian,0.25,0.5,normal_0_1,normal_0_2,0.09311413548663668
gaussian,0.25,0.5,normal_0_1,unif_0_1,0.3125902970250574
gaussian,0.25,0.5,normal_0_1,unif_0_1,0.29938542452862793
gaussian,0.25,0.5,normal_0_1,unif_0_1,0.29910432020114824
gaussian,0.25,0.5,normal_0_1,unif_0_1,0.28062537990085334
gaussian,0.25,0.5,normal_0_1,unif_0_1,0.33450362590891386
gaussian,0.25,0.5,normal_0_1,unif_0_1,0.31432709226682354
gaussian,0.25,0.5,normal_0_1,unif_0_1,0.3063094887624178
gaussian,0.25,0.5,normal_0_1,unif_0_1,0.32332639976966476
gaussian,0.25,0.5,normal_0_1,unif_0_1,0.29432956360067936
gaussian,0.25,0.5,normal_0_1,unif_0_1,0.3283535344423986
gaussian,0.25,0.5,unif_-1_1,normal_1_1,0.2566032240859425
gaussian,0.25,0.5,unif_-1_1,normal_1_1,0.2643305915261977
gaussian,0.25,0.5,unif_-1_1,normal_1_1,0.24714536533119055
gaussian,0.25,0.5,unif_-1_1,normal_1_1,0.22716691794529037
gaussian,0.25,0.5,unif_-1_1,normal_1_1,0.26979859647890864
gaussian,0.25,0.5,unif_-1_1,normal_1_1,0.2725701598660502
gaussian,0.25,0.5,unif_-1_1,normal_1_1,0.2676174845494198
gaussian,0.25,0.5,unif_-1_1,normal_1_1,0.26474183173224386
gaussian,0.25,0.5,unif_-1_1,normal_1_1,0.26537048052621204
gaussian,0.25,0.5,unif_-1_1,normal_1_1,0.2810849532632757
gaussian,0.25,0.5,unif_-1_1,normal_0_2,0.2293165680190813
gaussian,0.25,0.5,unif_-1_1,normal_0_2,0.20319197690818258
gaussian,0.25,0.5,unif_-1_1,normal_0_2,0.2245153896848846
gaussian,0.25,0.5,unif_-1_1,normal_0_2,0.20783931029519276
gaussian,0.25,0.5,unif_-1_1,normal_0_2,0.21647332990795465
gaussian,0.25,0.5,unif_-1_1,normal_0_2,0.17391204815231937
gaussian,0.25,0.5,unif_-1_1,normal_0_2,0.2293509027616301
gaussian,0.25,0.5,unif_-1_1,normal_0_2,0.18913716140481995
gaussian,0.25,0.5,unif_-1_1,normal_0_2,0.21502389238179526
gaussian,0.25,0.5,unif_-1_1,normal_0_2,0.23054485941276837
gaussian,0.25,0.5,unif_-1_1,unif_0_1,0.22488108580789912
gaussian,0.25,0.5,unif_-1_1,unif_0_1,0.2745346329423477
gaussian,0.25,0.5,unif_-1_1,unif_0_1,0.22343949757144393
gaussian,0.25,0.5,unif_-1_1,unif_0_1,0.276758209479906
gaussian,0.25,0.5,unif_-1_1,unif_0_1,0.30028964734777974
gaussian,0.25,0.5,unif_-1_1,unif_0_1,0.27341404096142596
gaussian,0.25,0.5,unif_-1_1,unif_0_1,0.260067599184069
gaussian,0.25,0.5,unif_-1_1,unif_0_1,0.25288912958496423
gaussian,0.25,0.5,unif_-1_1,unif_0_1,0.26106620086216586
gaussian,0.25,0.5,unif_-1_1,unif_0_1,0.2643159698882844
gaussian,0.25,0.2,normal_0_1,normal_1_1,0.12270410917547467
gaussian,0.25,0.2,normal_0_1,normal_1_1,0.12012425092157213
gaussian,0.25,0.2,normal_0_1,normal_1_1,0.11317599946135831
gaussian,0.25,0.2,normal_0_1,normal_1_1,0.12237272280421084
gaussian,0.25,0.2,normal_0_1,normal_1_1,0.13334041466297192
gaussian,0.25,0.2,normal_0_1,normal_1_1,0.12875324082713988
gaussian,0.25,0.2,normal_0_1,normal_1_1,0.12942463130474358
gaussian,0.25,0.2,normal_0_1,normal_1_1,0.1159340725647369
gaussian,0.25,0.2,normal_0_1,normal_1_1,0.1348167244382233
gaussian,0.25,0.2,normal_0_1,normal_1_1,0.13706372691367769
gaussian,0.25,0.2,normal_0_1,normal_0_2,0.07354030598980973
gaussian,0.25,0.2,normal_0_1,normal_0_2,0.051789621537364584
gaussian,0.25,0.2,normal_0_1,normal_0_2,0.08337352787204155
gaussian,0.25,0.2,normal_0_1,normal_0_2,0.04828601552167606
gaussian,0.25,0.2,normal_0_1,normal_0_2,0.07145983794975765
gaussian,0.25,0.2,normal_0_1,normal_0_2,0.08946460271488078
gaussian,0.25,0.2,normal_0_1,normal_0_2,0.07814412709598263
gaussian,0.25,0.2,normal_0_1,normal_0_2,0.07588491146578018
gaussian,0.25,0.2,normal_0_1,normal_0_2,0.08057446769031908
gaussian,0.25,0.2,normal_0_1,normal_0_2,0.08075937693943272
gaussian,0.25,0.2,normal_0_1,unif_0_1,0.312142959493503
gaussian,0.25,0.2,normal_0_1,unif_0_1,0.34191408568714093
gaussian,0.25,0.2,normal_0_1,unif_0_1,0.2721242212264072
gaussian,0.25,0.2,normal_0_1,unif_0_1,0.29700817716506633
gaussian,0.25,0.2,normal_0_1,unif_0_1,0.28230891998675495
gaussian,0.25,0.2,normal_0_1,unif_0_1,0.37024073345425346
gaussian,0.25,0.2,normal_0_1,unif_0_1,0.3370527112590643
gaussian,0.25,0.2,normal_0_1,unif_0_1,0.3391949077698002
gaussian,0.25,0.2,normal_0_1,unif_0_1,0.3431495864119164
gaussian,0.25,0.2,normal_0_1,unif_0_1,0.32064895217049694
gaussian,0.25,0.2,unif_-1_1,normal_1_1,0.2445748292642504
gaussian,0.25,0.2,unif_-1_1,normal_1_1,0.24727107104901336
gaussian,0.25,0.2,unif_-1_1,normal_1_1,0.20870620931076414
gaussian,0.25,0.2,unif_-1_1,normal_1_1,0.2506992384036181
gaussian,0.25,0.2,unif_-1_1,normal_1_1,0.24340913859185773
gaussian,0.25,0.2,unif_-1_1,normal_1_1,0.21727972106773502
gaussian,0.25,0.2,unif_-1_1,normal_1_1,0.2435706999635058
gaussian,0.25,0.2,unif_-1_1,normal_1_1,0.2527863012432369
gaussian,0.25,0.2,unif_-1_1,normal_1_1,0.2533625718646093
gaussian,0.25,0.2,unif_-1_1,normal_1_1,0.23693422525464464
gaussian,0.25,0.2,unif_-1_1,normal_0_2,0.19614602248961396
gaussian,0.25,0.2,unif_-1_1,normal_0_2,0.2118322450505595
gaussian,0.25,0.2,unif_-1_1,normal_0_2,0.18214214178044344
gaussian,0.25,0.2,unif_-1_1,normal_0_2,0.21620957058859866
gaussian,0.25,0.2,unif_-1_1,normal_0_2,0.22567767596359045
gaussian,0.25,0.2,unif_-1_1,normal_0_2,0.17539539367772125
gaussian,0.25,0.2,unif_-1_1,normal_0_2,0.2183036392655656
gaussian,0.25,0.2,unif_-1_1,normal_0_2,0.20620580574099026
gaussian,0.25,0.2,unif_-1_1,normal_0_2,0.1996700300866104
gaussian,0.25,0.2,unif_-1_1,normal_0_2,0.2327556942502766
gaussian,0.25,0.2,unif_-1_1,unif_0_1,0.2640094401113457
gaussian,0.25,0.2,unif_-1_1,unif_0_1,0.2759318957344316
gaussian,0.25,0.2,unif_-1_1,unif_0_1,0.2576334309643621
gaussian,0.25,0.2,unif_-1_1,unif_0_1,0.2721942480768979
gaussian,0.25,0.2,unif_-1_1,unif_0_1,0.248104608662765
gaussian,0.25,0.2,unif_-1_1,unif_0_1,0.23102500806977255
gaussian,0.25,0.2,unif_-1_1,unif_0_1,0.28144229114828906
gaussian,0.25,0.2,unif_-1_1,unif_0_1,0.24529890460532783
gaussian,0.25,0.2,unif_-1_1,unif_0_1,0.2577972671393627
gaussian,0.25,0.2,unif_-1_1,unif_0_1,0.22492512303812132
gaussian,0.25,0.1,normal_0_1,normal_1_1,0.15258509489641756
gaussian,0.25,0.1,normal_0_1,normal_1_1,0.12964231289140402
gaussian,0.25,0.1,normal_0_1,normal_1_1,0.09701992323212867
gaussian,0.25,0.1,normal_0_1,normal_1_1,0.10687549198678173
gaussian,0.25,0.1,normal_0_1,normal_1_1,0.13506175020307237
gaussian,0.25,0.1,normal_0_1,normal_1_1,0.1444815529616386
gaussian,0.25,0.1,normal_0_1,normal_1_1,0.15809015659186773
gaussian,0.25,0.1,normal_0_1,normal_1_1,0.1235160502701188
gaussian,0.25,0.1,normal_0_1,normal_1_1,0.13111107755629323
gaussian,0.25,0.1,normal_0_1,normal_1_1,0.1492795101084939
gaussian,0.25,0.1,normal_0_1,normal_0_2,0.06531223628552019
gaussian,0.25,0.1,normal_0_1,normal_0_2,0.07605927642742734
gaussian,0.25,0.1,normal_0_1,normal_0_2,0.06424927375370922
gaussian,0.25,0.1,normal_0_1,normal_0_2,0.08135598605860939
gaussian,0.25,0.1,normal_0_1,normal_0_2,0.059675848668218734
gaussian,0.25,0.1,normal_0_1,normal_0_2,0.0768697873474519
gaussian,0.25,0.1,normal_0_1,normal_0_2,0.09374069970495041
gaussian,0.25,0.1,normal_0_1,normal_0_2,0.08564315883134793
gaussian,0.25,0.1,normal_0_1,normal_0_2,0.06467156516805347
gaussian,0.25,0.1,normal_0_1,normal_0_2,0.060285640989917004
gaussian,0.25,0.1,normal_0_1,unif_0_1,0.2896987967464961
gaussian,0.25,0.1,normal_0_1,unif_0_1,0.33974204448101736
gaussian,0.25,0.1,normal_0_1,unif_0_1,0.31037302959270957
gaussian,0.25,0.1,normal_0_1,unif_0_1,0.3145852164133501
gaussian,0.25,0.1,normal_0_1,unif_0_1,0.30867115465801215
gaussian,0.25,0.1,normal_0_1,unif_0_1,0.3059605481195968
gaussian,0.25,0.1,normal_0_1,unif_0_1,0.3311465349464535
gaussian,0.25,0.1,normal_0_1,unif_0_1,0.32524278985608746
gaussian,0.25,0.1,normal_0_1,unif_0_1,0.3359787909561526
gaussian,0.25,0.1,normal_0_1,unif_0_1,0.297038117607322
gaussian,0.25,0.1,unif_-1_1,normal_1_1,0.24198435411651395
gaussian,0.25,0.1,unif_-1_1,normal_1_1,0.2775264320338338
gaussian,0.25,0.1,unif_-1_1,normal_1_1,0.25796452484515586
gaussian,0.25,0.1,unif_-1_1,normal_1_1,0.2734340315808694
gaussian,0.25,0.1,unif_-1_1,normal_1_1,0.2670098197915917
gaussian,0.25,0.1,unif_-1_1,normal_1_1,0.23653210856452206
gaussian,0.25,0.1,unif_-1_1,normal_1_1,0.2673728578064726
gaussian,0.25,0.1,unif_-1_1,normal_1_1,0.2418374784834741
gaussian,0.25,0.1,unif_-1_1,normal_1_1,0.23645315535658815
gaussian,0.25,0.1,unif_-1_1,normal_1_1,0.22731398880258483
gaussian,0.25,0.1,unif_-1_1,normal_0_2,0.21873498972935124
gaussian,0.25,0.1,unif_-1_1,normal_0_2,0.21140346946805455
gaussian,0.25,0.1,unif_-1_1,normal_0_2,0.22680128048095097
gaussian,0.25,0.1,unif_-1_1,normal_0_2,0.20183211273708718
gaussian,0.25,0.1,unif_-1_1,normal_0_2,0.19455622294801292
gaussian,0.25,0.1,unif_-1_1,normal_0_2,0.2073280329476355
gaussian,0.25,0.1,unif_-1_1,normal_0_2,0.21659065657893792
gaussian,0.25,0.1,unif_-1_1,normal_0_2,0.199109718815437
gaussian,0.25,0.1,unif_-1_1,normal_0_2,0.1944036659655591
gaussian,0.25,0.1,unif_-1_1,normal_0_2,0.20468927906254167
gaussian,0.25,0.1,unif_-1_1,unif_0_1,0.2803374407813753
gaussian,0.25,0.1,unif_-1_1,unif_0_1,0.2517957327194896
gaussian,0.25,0.1,unif_-1_1,unif_0_1,0.2560367412208502
gaussian,0.25,0.1,unif_-1_1,unif_0_1,0.2274418209419754
gaussian,0.25,0.1,unif_-1_1,unif_0_1,0.2779623562177704
gaussian,0.25,0.1,unif_-1_1,unif_0_1,0.22516906695831324
gaussian,0.25,0.1,unif_-1_1,unif_0_1,0.2687584996772438
gaussian,0.25,0.1,unif_-1_1,unif_0_1,0.29405404189629664
gaussian,0.25,0.1,unif_-1_1,unif_0_1,0.23825241247343168
gaussian,0.25,0.1,unif_-1_1,unif_0_1,0.2869513033453218
gaussian,0.25,0.05,normal_0_1,normal_1_1,0.11762884551186371
gaussian,0.25,0.05,normal_0_1,normal_1_1,0.1232785519387542
gaussian,0.25,0.05,normal_0_1,normal_1_1,0.15944854024964447
gaussian,0.25,0.05,normal_0_1,normal_1_1,0.14179281469215077
gaussian,0.25,0.05,normal_0_1,normal_1_1,0.1472971171704536
gaussian,0.25,0.05,normal_0_1,normal_1_1,0.1220731538241893
gaussian,0.25,0.05,normal_0_1,normal_1_1,0.1674182884885966
gaussian,0.25,0.05,normal_0_1,normal_1_1,0.13544305842943155
gaussian,0.25,0.05,normal_0_1,normal_1_1,0.14575732044344075
gaussian,0.25,0.05,normal_0_1,normal_1_1,0.11960265857290286
gaussian,0.25,0.05,normal_0_1,normal_0_2,0.06942396792310872
gaussian,0.25,0.05,normal_0_1,normal_0_2,0.06839778080732523
gaussian,0.25,0.05,normal_0_1,normal_0_2,0.09492677135476793
gaussian,0.25,0.05,normal_0_1,normal_0_2,0.06423367054105032
gaussian,0.25,0.05,normal_0_1,normal_0_2,0.06562212052523048
gaussian,0.25,0.05,normal_0_1,normal_0_2,0.07257647510523699
gaussian,0.25,0.05,normal_0_1,normal_0_2,0.07539905221027667
gaussian,0.25,0.05,normal_0_1,normal_0_2,0.07237338030077799
gaussian,0.25,0.05,normal_0_1,normal_0_2,0.07130509127847702
gaussian,0.25,0.05,normal_0_1,normal_0_2,0.07858281434492939
gaussian,0.25,0.05,normal_0_1,unif_0_1,0.31226969667869947
gaussian,0.25,0.05,normal_0_1,unif_0_1,0.3355133373798298
gaussian,0.25,0.05,normal_0_1,unif_0_1,0.3270865586710204
gaussian,0.25,0.05,normal_0_1,unif_0_1,0.29032916480565707
gaussian,0.25,0.05,normal_0_1,unif_0_1,0.3168610566041546
gaussian,0.25,0.05,normal_0_1,unif_0_1,0.2890985607270517
gaussian,0.25,0.05,normal_0_1,unif_0_1,0.32335468714614357
gaussian,0.25,0.05,normal_0_1,unif_0_1,0.30290157156190467
gaussian,0.25,0.05,normal_0_1,unif_0_1,0.2990407896586447
gaussian,0.25,0.05,normal_0_1,unif_0_1,0.300937263132324
gaussian,0.25,0.05,unif_-1_1,normal_1_1,0.29686394959288015
gaussian,0.25,0.05,unif_-1_1,normal_1_1,0.2774773772033115
gaussian,0.25,0.05,unif_-1_1,normal_1_1,0.260469292214484
gaussian,0.25,0.05,unif_-1_1,normal_1_1,0.23707663283423364
gaussian,0.25,0.05,unif_-1_1,normal_1_1,0.27481504416652036
gaussian,0.25,0.05,unif_-1_1,normal_1_1,0.2304451265278249
gaussian,0.25,0.05,unif_-1_1,normal_1_1,0.2226047950715483
gaussian,0.25,0.05,unif_-1_1,normal_1_1,0.25991549563942307
gaussian,0.25,0.05,unif_-1_1,normal_1_1,0.2516138649240748
gaussian,0.25,0.05,unif_-1_1,normal_1_1,0.2592620160591547
gaussian,0.25,0.05,unif_-1_1,normal_0_2,0.21865577166723005
gaussian,0.25,0.05,unif_-1_1,normal_0_2,0.19673503588336463
gaussian,0.25,0.05,unif_-1_1,normal_0_2,0.18417582852972406
gaussian,0.25,0.05,unif_-1_1,normal_0_2,0.2149978279825411
gaussian,0.25,0.05,unif_-1_1,normal_0_2,0.21824783806169015
gaussian,0.25,0.05,unif_-1_1,normal_0_2,0.19936368382279046
gaussian,0.25,0.05,unif_-1_1,normal_0_2,0.1783555368820558
gaussian,0.25,0.05,unif_-1_1,normal_0_2,0.24306876289001408
gaussian,0.25,0.05,unif_-1_1,normal_0_2,0.21531375881856163
gaussian,0.25,0.05,unif_-1_1,normal_0_2,0.2055630755597938
gaussian,0.25,0.05,unif_-1_1,unif_0_1,0.2613656085058229
gaussian,0.25,0.05,unif_-1_1,unif_0_1,0.254843145881504
gaussian,0.25,0.05,unif_-1_1,unif_0_1,0.2630826999710932
gaussian,0.25,0.05,unif_-1_1,unif_0_1,0.24767952171529473
gaussian,0.25,0.05,unif_-1_1,unif_0_1,0.2586992377038747
gaussian,0.25,0.05,unif_-1_1,unif_0_1,0.2766419724997695
gaussian,0.25,0.05,unif_-1_1,unif_0_1,0.29534090684140607
gaussian,0.25,0.05,unif_-1_1,unif_0_1,0.2529410469539355
gaussian,0.25,0.05,unif_-1_1,unif_0_1,0.24469938768741148
gaussian,0.25,0.05,unif_-1_1,unif_0_1,0.24942397980415515
gaussian,0.25,0.01,normal_0_1,normal_1_1,0.1318123933587868
gaussian,0.25,0.01,normal_0_1,normal_1_1,0.13900077562098376
gaussian,0.25,0.01,normal_0_1,normal_1_1,0.12245200440108865
gaussian,0.25,0.01,normal_0_1,normal_1_1,0.13778549510140203
gaussian,0.25,0.01,normal_0_1,normal_1_1,0.15064999217753958
gaussian,0.25,0.01,normal_0_1,normal_1_1,0.13730386794094643
gaussian,0.25,0.01,normal_0_1,normal_1_1,0.14202902253341132
gaussian,0.25,0.01,normal_0_1,normal_1_1,0.14244141698046126
gaussian,0.25,0.01,normal_0_1,normal_1_1,0.1488081322239217
gaussian,0.25,0.01,normal_0_1,normal_1_1,0.13345592156769656
gaussian,0.25,0.01,normal_0_1,normal_0_2,0.08938605074297674
gaussian,0.25,0.01,normal_0_1,normal_0_2,0.0657443892772698
gaussian,0.25,0.01,normal_0_1,normal_0_2,0.07218333756976116
gaussian,0.25,0.01,normal_0_1,normal_0_2,0.09097770991067705
gaussian,0.25,0.01,normal_0_1,normal_0_2,0.07778575567185557
gaussian,0.25,0.01,normal_0_1,normal_0_2,0.05805966304655957
gaussian,0.25,0.01,normal_0_1,normal_0_2,0.06063408007219098
gaussian,0.25,0.01,normal_0_1,normal_0_2,0.07704684231437788
gaussian,0.25,0.01,normal_0_1,normal_0_2,0.06623385217620963
gaussian,0.25,0.01,normal_0_1,normal_0_2,0.05674569676917282
gaussian,0.25,0.01,normal_0_1,unif_0_1,0.3041611900206474
gaussian,0.25,0.01,normal_0_1,unif_0_1,0.34163554127270396
gaussian,0.25,0.01,normal_0_1,unif_0_1,0.338856485930014
gaussian,0.25,0.01,normal_0_1,unif_0_1,0.30528609873263646
gaussian,0.25,0.01,normal_0_1,unif_0_1,0.30125692075446986
gaussian,0.25,0.01,normal_0_1,unif_0_1,0.2965144808973581
